1, 1, 1, 4, 4, 4 
2, 7, 3, 10, 10, 10 
3, 21, 10, 21, 18, 18 
4, 30, 14, 29, 26, 26 
5, 39, 17, 37, 36, 36 
6, 48, 20, 52, 44, 44 
7, 64, 26, 68, 52, 52 
8, 88, 33, 77, 66, 66 
9, 96, 41, 90, 76, 76 
10, 101, 42, 106, 84, 84 
11, 121, 51, 118, 99, 96 
12, 141, 60, 132, 111, 108 
13, 155, 65, 149, 123, 118 
14, 176, 76, 167, 137, 134 
15, 179, 73, 175, 151, 144 
16, 225, 92, 193, 157, 154 
17, 227, 88, 205, 171, 168 
18, 231, 93, 217, 190, 180 
19, 246, 98, 229, 191, 190 
20, 275, 113, 251, 209, 210 
21, 304, 120, 280, 219, 221 
22, 321, 125, 293, 236, 233 
23, 321, 122, 308, 251, 247 
24, 352, 142, 331, 265, 263 
25, 386, 168, 347, 280, 271 
26, 418, 167, 368, 288, 287 
27, 445, 175, 382, 301, 303 
28, 450, 174, 404, 314, 311 
29, 478, 183, 405, 327, 325 
30, 469, 183, 421, 342, 335 
31, 520, 210, 440, 355, 359 
32, 506, 201, 452, 370, 369 
33, 557, 223, 488, 401, 381 
34, 584, 228, 483, 409, 399 
35, 569, 219, 496, 420, 418 
36, 583, 226, 519, 422, 417 
37, 646, 256, 536, 442, 443 
38, 660, 273, 558, 460, 461 
39, 638, 258, 562, 471, 480 
40, 670, 269, 598, 475, 486 
41, 701, 273, 639, 496, 499 
42, 692, 267, 628, 505, 521 
43, 727, 289, 650, 525, 533 
44, 763, 296, 683, 547, 546 
45, 774, 306, 690, 555, 559 
46, 763, 300, 694, 571, 577 
47, 826, 326, 739, 577, 589 
48, 826, 315, 756, 592, 597 
49, 897, 350, 730, 605, 622 
50, 887, 354, 774, 626, 649 
51, 889, 358, 802, 642, 661 
52, 908, 357, 813, 665, 660 
53, 963, 381, 829, 677, 686 
54, 948, 385, 846, 687, 699 
55, 981, 393, 827, 717, 705 
56, 975, 384, 860, 723, 734 
57, 1045, 414, 910, 744, 747 
58, 1088, 431, 924, 748, 756 
59, 1080, 421, 954, 768, 763 
60, 1106, 443, 958, 781, 792 
61, 1140, 439, 1009, 789, 807 
62, 1199, 472, 1035, 800, 816 
63, 1164, 473, 1037, 818, 839 
64, 1220, 484, 1047, 833, 840 
65, 1287, 478, 1066, 842, 863 
66, 1258, 497, 1069, 867, 882 
67, 1264, 492, 1105, 891, 890 
68, 1296, 507, 1117, 900, 902 
69, 1332, 519, 1170, 931, 927 
70, 1398, 535, 1173, 935, 936 
71, 1415, 548, 1179, 952, 952 
72, 1421, 562, 1207, 959, 989 
73, 1415, 565, 1196, 972, 1002 
74, 1472, 565, 1215, 1003, 999 
75, 1464, 562, 1238, 1007, 1013 
76, 1571, 589, 1291, 1030, 1049 
77, 1523, 593, 1303, 1055, 1059 
78, 1514, 613, 1298, 1056, 1065 
79, 1606, 620, 1344, 1062, 1071 
80, 1653, 609, 1325, 1091, 1102 
81, 1661, 632, 1351, 1116, 1122 
82, 1628, 638, 1393, 1114, 1138 
83, 1696, 650, 1394, 1132, 1149 
84, 1683, 625, 1402, 1152, 1162 
85, 1703, 671, 1429, 1159, 1188 
86, 1771, 685, 1512, 1188, 1199 
87, 1786, 674, 1485, 1197, 1217 
88, 1833, 704, 1513, 1208, 1222 
89, 1834, 691, 1519, 1242, 1259 
90, 1828, 714, 1558, 1239, 1262 
91, 1882, 696, 1562, 1239, 1274 
92, 1907, 708, 1643, 1277, 1300 
93, 1878, 743, 1659, 1295, 1311 
94, 1985, 752, 1650, 1341, 1344 
95, 1950, 757, 1684, 1315, 1343 
96, 1989, 751, 1660, 1327, 1369 
97, 2039, 770, 1730, 1343, 1385 
