524, 11465, 5645, 8406, 6053, 5937 
525, 11445, 5612, 8395, 5972, 5939 
526, 11512, 5628, 8453, 6093, 5938 
527, 11510, 5613, 8477, 6039, 5940 
528, 11561, 5643, 8511, 6115, 6000 
529, 11506, 5642, 8489, 6092, 5988 
530, 11559, 5698, 8505, 6111, 6010 
531, 11662, 5700, 8544, 6090, 6018 
532, 11644, 5701, 8596, 6157, 5964 
533, 11694, 5709, 8555, 6131, 6008 
534, 11690, 5733, 8570, 6157, 6055 
535, 11779, 5707, 8649, 6206, 6078 
536, 11766, 5707, 8616, 6167, 6027 
537, 11720, 5733, 8819, 6214, 6072 
538, 11736, 5747, 8711, 6196, 6185 
539, 11894, 5774, 8812, 6175, 6079 
540, 11790, 5764, 8764, 6237, 6105 
541, 11898, 5773, 8746, 6234, 6125 
542, 11894, 5793, 8829, 6287, 6174 
543, 12077, 5826, 8695, 6242, 6185 
544, 11950, 5825, 9256, 6296, 6183 
545, 11966, 5843, 8806, 6324, 6218 
546, 12035, 5862, 9315, 6274, 6178 
547, 11974, 5822, 9328, 6376, 6243 
548, 12024, 5900, 9343, 6356, 6263 
549, 12077, 5841, 8879, 6337, 6261 
550, 12103, 5908, 8873, 6297, 6262 
551, 12142, 5902, 8868, 6401, 6270 
552, 12165, 5913, 8906, 6355, 6291 
553, 12146, 5920, 8971, 6354, 6242 
554, 12199, 5900, 9448, 6391, 6302 
555, 12196, 5943, 9506, 6431, 6344 
556, 12299, 5934, 9505, 6493, 6312 
557, 12310, 6029, 9487, 6396, 6413 
558, 12393, 6022, 9121, 6473, 6357 
559, 12306, 5987, 8986, 6458, 6398 
560, 12444, 5945, 9539, 6493, 6402 
561, 12421, 5996, 9595, 6537, 6399 
562, 12458, 6042, 9603, 6511, 6373 
563, 12486, 6053, 9634, 6542, 6532 
564, 12454, 6101, 9189, 6529, 6440 
565, 12515, 6083, 9163, 6578, 6466 
566, 12543, 6086, 9244, 6634, 6468 
567, 12569, 6121, 9685, 6541, 6455 
568, 12621, 6146, 9230, 6615, 6614 
569, 12586, 6167, 9517, 6623, 6483 
570, 12590, 6168, 9250, 6641, 6509 
571, 12683, 6155, 9243, 6610, 6519 
572, 12623, 6177, 9314, 6703, 6616 
573, 12715, 6171, 9288, 6723, 6562 
574, 12741, 6184, 9895, 6729, 6601 
575, 12776, 6249, 9915, 6686, 6565 
576, 12749, 6229, 9852, 6726, 6545 
577, 12843, 6290, 9411, 6770, 6619 
578, 12843, 6252, 9927, 6794, 6619 
579, 12842, 6268, 9961, 6791, 6646 
580, 12891, 6240, 9424, 6767, 6656 
581, 12876, 6263, 9532, 6833, 6772 
582, 12991, 6309, 10003, 6816, 6760 
583, 13048, 6315, 9435, 6835, 6676 
584, 13027, 6371, 10033, 6846, 6689 
585, 12997, 6386, 10072, 6855, 6748 
586, 13064, 6342, 10081, 6866, 6771 
587, 13103, 6335, 10117, 6828, 6780 
588, 13074, 6375, 9584, 6904, 6841 
589, 13133, 6399, 10148, 6919, 6752 
590, 13213, 6431, 10174, 6919, 6800 
591, 13202, 6459, 10155, 6867, 6822 
592, 13316, 6478, 10180, 6990, 6792 
593, 13234, 6433, 10220, 6916, 6936 
594, 13300, 6439, 9661, 6939, 6924 
595, 13319, 6462, 10200, 6963, 6851 
596, 13343, 6481, 10296, 7024, 6873 
597, 13369, 6480, 10334, 7595, 6982 
598, 13439, 6529, 10156, 7047, 6884 
599, 13471, 6542, 10280, 6995, 6976 
600, 13434, 6491, 10292, 7098, 7013 
601, 13529, 6572, 10358, 7077, 7080 
602, 13471, 6571, 10320, 7088, 7065 
603, 13442, 6524, 10432, 7053, 6927 
604, 13516, 6552, 10427, 7100, 7069 
605, 13683, 6577, 10381, 7059, 7112 
606, 13656, 6601, 10393, 7161, 6988 
607, 13724, 6617, 9959, 7103, 7038 
608, 13703, 6670, 10491, 7089, 7021 
609, 13735, 6620, 10486, 7130, 7029 
610, 13807, 6591, 10476, 7145, 7019 
611, 13763, 6623, 10467, 7215, 7047 
612, 13842, 6670, 10499, 7133, 7070 
613, 13801, 6653, 10601, 7209, 7089 
614, 13867, 6670, 10620, 7244, 7125 
615, 13855, 6693, 10613, 7216, 7056 
616, 13875, 6673, 10642, 7281, 7106 
617, 13965, 6701, 10627, 7241, 7116 
618, 13953, 6742, 10631, 7294, 7159 
619, 14025, 6786, 10132, 7273, 7164 
620, 14050, 6822, 10741, 7371, 7157 
621, 14058, 6798, 10731, 7350, 7354 
622, 14138, 6844, 10770, 7338, 7187 
623, 14107, 6827, 10727, 7361, 7324 
624, 14168, 6815, 10195, 7347, 7231 
625, 14099, 6844, 10805, 7362, 7298 
626, 14122, 6873, 10848, 7411, 7261 
627, 14199, 6872, 10847, 7393, 7262 
628, 14144, 6914, 10877, 7408, 7254 
629, 14265, 6891, 10868, 7485, 7268 
630, 14279, 6911, 10940, 7517, 7307 
